Geo Point;Geo Shape;Código;Nombre;Categoria;Actividad;Dirección;Teléfono;Pagina web
4.708595097000057,-74.07128339399992;"{""coordinates"": [-74.07128339399992, 4.708595097000057], ""type"": ""Point""}";01010144;Centro Comercial Bahía;1;1;TV 60 124 20;6434750;
4.67083156700005,-74.15329520599994;"{""coordinates"": [-74.15329520599994, 4.67083156700005], ""type"": ""Point""}";01010148;Centro Comercial Portal de La Sabana;1;1;DG 16 104 51;4226997;www.ccportaldelasabana.com.co/
4.60833438700007,-74.0722820169999;"{""coordinates"": [-74.0722820169999, 4.60833438700007], ""type"": ""Point""}";01010161;Centro Comercial Del Futuro;1;1;KR 9 21 33;;
4.600899757000093,-74.07717257899992;"{""coordinates"": [-74.07717257899992, 4.600899757000093], ""type"": ""Point""}";01010164;Centro Comercial La Candelaria;1;1;AK 10 12 04;;
4.604145444000039,-74.07385330199992;"{""coordinates"": [-74.07385330199992, 4.604145444000039], ""type"": ""Point""}";01010172;Centro Comercial Expocentro;1;1;CL 17 8 49;;
4.5862638110000375,-74.1003637629999;"{""coordinates"": [-74.1003637629999, 4.5862638110000375], ""type"": ""Point""}";01010182;Comercial Restrepo;1;1;CL 16 SUR 18 13;;
4.609298755000054,-74.0717703119999;"{""coordinates"": [-74.0717703119999, 4.609298755000054], ""type"": ""Point""}";01010185;Edificio Centro Comercial;1;1;CL 23 9 31;;
4.605646721000085,-74.07264231599991;"{""coordinates"": [-74.07264231599991, 4.605646721000085], ""type"": ""Point""}";01010198;Centro Comercial Uni 19;1;1;CL 19 8 05;;
4.605088760000058,-74.0734757059999;"{""coordinates"": [-74.0734757059999, 4.605088760000058], ""type"": ""Point""}";01010201;Centro Comercial Confuturo;1;1;KR 9 17 70;;
4.714021888000048,-74.03521130799993;"{""coordinates"": [-74.03521130799993, 4.714021888000048], ""type"": ""Point""}";01010207;Centro Comercial Lisboa;1;1;AC 134 10 18;;
4.74369807700009,-74.0914189319999;"{""coordinates"": [-74.0914189319999, 4.74369807700009], ""type"": ""Point""}";01010232;Centro Comercial Tu Casa;1;1;AC 145 99B 08 ISLA 1;;
4.647223914000051,-74.06421896499995;"{""coordinates"": [-74.06421896499995, 4.647223914000051], ""type"": ""Point""}";01010242;Centro Comercial Minicentro;1;1;KR 13 60 29;;
4.653566708000085,-74.06322541299993;"{""coordinates"": [-74.06322541299993, 4.653566708000085], ""type"": ""Point""}";01010250;Centro Comercial Estación 67;1;1;AK 14 66 66;;
4.665976030000081,-74.13653910499994;"{""coordinates"": [-74.13653910499994, 4.665976030000081], ""type"": ""Point""}";01010268;Capellanía Centro Comercial;1;1;CL 19A 91 05;;
4.614492373000076,-74.1031016309999;"{""coordinates"": [-74.1031016309999, 4.614492373000076], ""type"": ""Point""}";01010284;Centro Comercial La Frontera;1;1;CL 8A 37A 09;;
4.645004906000054,-74.06952509399991;"{""coordinates"": [-74.06952509399991, 4.645004906000054], ""type"": ""Point""}";01030012;Casa Colonial Inn;1;3;CL 57 18 26;2490575;www.hotelbogotainn.com
4.63128402600006,-74.16630637499992;"{""coordinates"": [-74.16630637499992, 4.63128402600006], ""type"": ""Point""}";01030014;Casa Kiwi Resort;1;3;KR 86 40 B 60 SUR;5706591;
4.594833738000091,-74.0695563349999;"{""coordinates"": [-74.0695563349999, 4.594833738000091], ""type"": ""Point""}";01030026;Destino Nomada Hostel;1;3;CL 11 00 38;3520932;
4.630809665000072,-74.09326085499993;"{""coordinates"": [-74.09326085499993, 4.630809665000072], ""type"": ""Point""}";01030029;Esmeralda Real;1;3;KR 40 22 B 17;4789070;
4.644712483000092,-74.06315170999994;"{""coordinates"": [-74.06315170999994, 4.644712483000092], ""type"": ""Point""}";01030046;Hotel Alpicat;1;3;KR 9 58 07;2350084;
4.640305527000066,-74.06490315399992;"{""coordinates"": [-74.06490315399992, 4.640305527000066], ""type"": ""Point""}";01030060;Hotel Bogotá Royal Suite;1;3;CL 53 10 78;3479835;
4.6567287580000425,-74.06584748599994;"{""coordinates"": [-74.06584748599994, 4.6567287580000425], ""type"": ""Point""}";01030067;Hotel Candilejas;1;3;CL 68 17 28;2357329;
4.628593782000053,-74.0725810539999;"{""coordinates"": [-74.0725810539999, 4.628593782000053], ""type"": ""Point""}";01030072;Hotel Caviar;1;3;KR 19 39A 18;2870870;
4.598243867000065,-74.07147594299994;"{""coordinates"": [-74.07147594299994, 4.598243867000065], ""type"": ""Point""}";01030074;Hotel Centro Plaza;1;3;KR 4 12B 12;2433818;
4.685809902000074,-74.0541554;"{""coordinates"": [-74.0541554, 4.685809902000074], ""type"": ""Point""}";01030080;Hotel Cosmos 100 Y Centro de Convenciones;1;3;CL 100 21A 41;6464000;
4.60833547900006,-74.06824059899992;"{""coordinates"": [-74.06824059899992, 4.60833547900006], ""type"": ""Point""}";01030089;Hotel Del Parque Superior;1;3;KR 5 23 34;3363600;
4.598807238000062,-74.07268898199993;"{""coordinates"": [-74.07268898199993, 4.598807238000062], ""type"": ""Point""}";01030092;Hotel Dorantes;1;3;CL 12B 5 07;3346640;
4.698959265000042,-74.0412533999999;"{""coordinates"": [-74.0412533999999, 4.698959265000042], ""type"": ""Point""}";01030094;Hotel Egina;1;3;KR 14A 119 16;6371610;
4.669646506000049,-74.10800303499991;"{""coordinates"": [-74.10800303499991, 4.669646506000049], ""type"": ""Point""}";01030102;Hotel Elegant Suite Normandía;1;3;AV BOYACA 51 62;4838338;
4.679031670000086,-74.05402823699988;"{""coordinates"": [-74.05402823699988, 4.679031670000086], ""type"": ""Point""}";01030114;Hotel Grand House;1;3;KR 18 93 97;4034000;
4.629847975000075,-74.07465096199991;"{""coordinates"": [-74.07465096199991, 4.629847975000075], ""type"": ""Point""}";01030154;Hotel Parkway;1;3;KR 24 39B 32;2885090;
4.609584246000054,-74.07256916999995;"{""coordinates"": [-74.07256916999995, 4.609584246000054], ""type"": ""Point""}";01030176;Hotel Santa María de Jesús;1;3;KR 10 22 45;2824328;
4.698082184000043,-74.1128237659999;"{""coordinates"": [-74.1128237659999, 4.698082184000043], ""type"": ""Point""}";05150015;Capilla Nuestra Señora de La Salina;5;15;CL 71A 93 05;4384650;
4.649725976000069,-74.10189663099993;"{""coordinates"": [-74.10189663099993, 4.649725976000069], ""type"": ""Point""}";06210105;Secretaría Distrital de Educación;6;21;AC 26 66 63;3241000;www.sedbogota.edu.co/
4.593844948000083,-74.07678160299992;"{""coordinates"": [-74.07678160299992, 4.593844948000083], ""type"": ""Point""}";06210111;Archivo General de la Nación;6;21;KR 6 6 91;2893223;www.archivogeneral.gov.co/
4.66523909600005,-74.05649354799993;"{""coordinates"": [-74.05649354799993, 4.66523909600005], ""type"": ""Point""}";01030193;Los Andes Hostel;1;3;KR 13A 79 07;5304035;
4.670280929000056,-74.05701527699995;"{""coordinates"": [-74.05701527699995, 4.670280929000056], ""type"": ""Point""}";01030209;Suites Real 85;1;3;KR 18 84 56;2180100;
4.683615458000077,-74.05907985099992;"{""coordinates"": [-74.05907985099992, 4.683615458000077], ""type"": ""Point""}";01030215;Ventura Suite El Castillo;1;3;CL 95 45A 35;2363207;
4.619464419000053,-74.0675551349999;"{""coordinates"": [-74.0675551349999, 4.619464419000053], ""type"": ""Point""}";01010300;Centro Comercial San Martín;1;1;KR 7 32 16;;www.centrocomercialsanmartin.com
4.625068480000039,-74.14782263199993;"{""coordinates"": [-74.14782263199993, 4.625068480000039], ""type"": ""Point""}";01020187;Tienda Panamericana;1;2;KR 78B 26 12 SUR;;www.panamericana.com.co
4.630017855000062,-74.12333843999994;"{""coordinates"": [-74.12333843999994, 4.630017855000062], ""type"": ""Point""}";01020189;Almacén Easy;1;2;AC 6 68 94;;www.easy.com.co
4.597639136000055,-74.17638567599992;"{""coordinates"": [-74.17638567599992, 4.597639136000055], ""type"": ""Point""}";02040008;Terminal de Transportes Del Sur;2;4;CL 57Q S 75F 82;;www.terminaldetransporte.gov.co
4.60278689200004,-74.0607756679999;"{""coordinates"": [-74.0607756679999, 4.60278689200004], ""type"": ""Point""}";02040010;Estación de Teleférico;2;4;;;www.cerromonserrate.com
4.6760604800000465,-74.14453018399989;"{""coordinates"": [-74.14453018399989, 4.6760604800000465], ""type"": ""Point""}";06210016;Plaza de Mercado Fontibón;6;21;CL 19 103 26;4183448;
4.598479435000058,-74.09011436499992;"{""coordinates"": [-74.09011436499992, 4.598479435000058], ""type"": ""Point""}";03070017;Parque Eduardo Santos;3;7;;;
4.611815958000079,-74.1804026769999;"{""coordinates"": [-74.1804026769999, 4.611815958000079], ""type"": ""Point""}";03070024;Parque Clarelandia;3;7;;;
4.585794701000054,-74.07877367799995;"{""coordinates"": [-74.07877367799995, 4.585794701000054], ""type"": ""Point""}";03070031;Parque Las Cruces;3;7;;;
4.592347302000064,-74.11772949899995;"{""coordinates"": [-74.11772949899995, 4.592347302000064], ""type"": ""Point""}";03070048;Parque Villa Mayor Cementerio Del Sur;3;7;;;
4.693296504000045,-74.0972870499999;"{""coordinates"": [-74.0972870499999, 4.693296504000045], ""type"": ""Point""}";03070057;Parque Tabora;3;7;;;
4.6680488190000915,-74.10009630099995;"{""coordinates"": [-74.10009630099995, 4.6680488190000915], ""type"": ""Point""}";03100012;Jardín Botánico;3;10;AC 63  68-95;4377060;www.jbb.gov.co
4.601186382000037,-74.20083268899992;"{""coordinates"": [-74.20083268899992, 4.601186382000037], ""type"": ""Point""}";03070070;Parque Tibanica;3;7;;;
4.731987790000061,-74.12248763799994;"{""coordinates"": [-74.12248763799994, 4.731987790000061], ""type"": ""Point""}";03070080;Parque Planta de Tratamiento Salitre;3;7;;;
4.611095237000086,-74.0685562829999;"{""coordinates"": [-74.0685562829999, 4.611095237000086], ""type"": ""Point""}";03070094;Parque de La Independencia;3;7;;;
4.540575096000055,-74.10360812599993;"{""coordinates"": [-74.10360812599993, 4.540575096000055], ""type"": ""Point""}";03070101;Parque Diana Turbay;3;7;;;
4.602471525000055,-74.11559815999993;"{""coordinates"": [-74.11559815999993, 4.602471525000055], ""type"": ""Point""}";03070105;Parque Ciudad Montes;3;7;;;
4.595436728000038,-74.0723930449999;"{""coordinates"": [-74.0723930449999, 4.595436728000038], ""type"": ""Point""}";03120010;Teatro Fundación Gilberto Alzate Avendaño;3;12;CL 10 3 16;;
4.635802867000052,-74.0823537899999;"{""coordinates"": [-74.0823537899999, 4.635802867000052], ""type"": ""Point""}";03100009;Auditorio León de Greiff;3;10;AK 30 45 03;3683592;
4.7546498410000595,-74.06327585699995;"{""coordinates"": [-74.06327585699995, 4.7546498410000595], ""type"": ""Point""}";03130002;Hard Body;3;13;CL 169B 67 61;8844440;www.hardbody.com.co
4.692222425000068,-74.04385696899993;"{""coordinates"": [-74.04385696899993, 4.692222425000068], ""type"": ""Point""}";03130003;Hard Body;3;13;CL 109 14A 34;8844440;www.hardbody.com.co
4.597786826000061,-74.10850935899991;"{""coordinates"": [-74.10850935899991, 4.597786826000061], ""type"": ""Point""}";03130006;BodyTech;3;13;CL 12 SUR 31 33;7442222;www.bodytech.com.co/?
4.716115675000083,-74.14290902899994;"{""coordinates"": [-74.14290902899994, 4.716115675000083], ""type"": ""Point""}";05160002;Cementerio Padres Pasionistas;5;16;KR 124 63L 77;;
4.600477841000043,-74.17349260899992;"{""coordinates"": [-74.17349260899992, 4.600477841000043], ""type"": ""Point""}";05160005;Cementerio Jardines El Apogeo;5;16;CL 57Q SUR 75 95;7754072;http://www.jardinesdelapogeo.com/
4.586837605000085,-74.12311287399989;"{""coordinates"": [-74.12311287399989, 4.586837605000085], ""type"": ""Point""}";05160009;Cementerio Hebreo del Sur;5;16;TV 23 38B 47 SUR;;
4.756837109000059,-74.06294956499994;"{""coordinates"": [-74.06294956499994, 4.756837109000059], ""type"": ""Point""}";05170012;Centro Cultural y Biblioteca Pública Julio Mario S;5;17;AC 170 67 51;;www.biblored.edu.co
4.595097717000043,-74.07572300399994;"{""coordinates"": [-74.07572300399994, 4.595097717000043], ""type"": ""Point""}";07270022;Universidad Libre de Colombia;7;27;CL 8 5 80;;www.unilibre.edu.co/
4.585195646000045,-74.09739977099991;"{""coordinates"": [-74.09739977099991, 4.585195646000045], ""type"": ""Point""}";07270029;UNAD Universidad Nacional Abierta y a Distancia;7;27;CL 14 SUR 14 23;;www.unad.edu.co
4.614717960000063,-74.06748633299992;"{""coordinates"": [-74.06748633299992, 4.614717960000063], ""type"": ""Point""}";07270034;Universidad Colegio Mayor de Cundinamarca;7;27;CL 28 5B 02;2821199;www.unicolmayor.edu.co
4.648397519000071,-74.06142884599988;"{""coordinates"": [-74.06142884599988, 4.648397519000071], ""type"": ""Point""}";07270061;Universidad Konrad Lorenz;7;27;KR 9 BIS 62 43;;www.konradlorenz.edu.co/?
4.644566852000082,-74.09308304699992;"{""coordinates"": [-74.09308304699992, 4.644566852000082], ""type"": ""Point""}";07270063;Escuela Superior de Administración Pública;7;27;CL 44 53 37;;www.esap.edu.co
4.705074854000088,-74.1344741499999;"{""coordinates"": [-74.1344741499999, 4.705074854000088], ""type"": ""Point""}";07260005;Centro Educativo Distrital Antonio Villavicencio;7;26;CL 65 No. 112A-39;;http://www.sedbogota.edu.co/
4.711257393000039,-74.1221395949999;"{""coordinates"": [-74.1221395949999, 4.711257393000039], ""type"": ""Point""}";07260009;Centro Educativo Distrital Nueva Constitución;7;26;CR 107B No. 74B-31;;http://www.sedbogota.edu.co/
4.711492131000057,-74.1162742169999;"{""coordinates"": [-74.1162742169999, 4.711492131000057], ""type"": ""Point""}";07260012;Centro Educativo Distrital Garcés Navas II;7;26;CR 104A No. 75D-50;4427046;http://www.sedbogota.edu.co/
4.708625940000047,-74.10505723699993;"{""coordinates"": [-74.10505723699993, 4.708625940000047], ""type"": ""Point""}";07260025;Centro Educativo Distrital Miguel Antonio Caro;7;26;TV 94 No. 81A-29;;http://www.sedbogota.edu.co/
4.679084782000074,-74.10168075399991;"{""coordinates"": [-74.10168075399991, 4.679084782000074], ""type"": ""Point""}";07260034;Centro Educativo Distrital Robert Kennedy;7;26;AV BOYACA No. 64H-39;2519559;http://www.sedbogota.edu.co/
4.675676765000048,-74.0997710279999;"{""coordinates"": [-74.0997710279999, 4.675676765000048], ""type"": ""Point""}";07260035;Centro Educativo Distrital San Joaquín;7;26;CR 70D No. 64C-02;;http://www.sedbogota.edu.co/
4.609644492000086,-74.11494629499992;"{""coordinates"": [-74.11494629499992, 4.609644492000086], ""type"": ""Point""}";07260131;Centro Educativo Distrital El Jazmín;7;26;CL 1H No. 40D-13;;http://www.sedbogota.edu.co/
4.597359696000069,-74.11218139699992;"{""coordinates"": [-74.11218139699992, 4.597359696000069], ""type"": ""Point""}";07260132;Centro Educativo Distrital El Remanso;7;26;CL 17B SUR No. 34A-21;;http://www.sedbogota.edu.co/
4.603099589000067,-74.10931639499995;"{""coordinates"": [-74.10931639499995, 4.603099589000067], ""type"": ""Point""}";07260151;Centro Educativo Distrital Marco Antonio Carreño Silva;7;26;CL 1 No. 34B-20;2776950;http://www.sedbogota.edu.co/
4.547588168000061,-74.10951796099992;"{""coordinates"": [-74.10951796099992, 4.547588168000061], ""type"": ""Point""}";07260160;Centro Educativo Distrital Diana Turbay I;7;26;CR 4B No. 48Z-01 SUR;;http://www.sedbogota.edu.co/
4.577155871000059,-74.10285919799992;"{""coordinates"": [-74.10285919799992, 4.577155871000059], ""type"": ""Point""}";07260169;Centro Educativo Distrital José Acevedo y Gómez;7;26;CR 13A No. 26A-17 SUR;2392383;http://www.sedbogota.edu.co/
4.579487914000083,-74.10089526699994;"{""coordinates"": [-74.10089526699994, 4.579487914000083], ""type"": ""Point""}";07260174;Colegio Distrital María Cano;7;26;CR 13B No. 22-51 SUR;7690413;http://www.sedbogota.edu.co/
4.564519059000077,-74.1085530869999;"{""coordinates"": [-74.1085530869999, 4.564519059000077], ""type"": ""Point""}";07260181;Centro Educativo Distrital Misael Pastrana Borrero;7;26;TV 11A No. 38G-16 SUR;;http://www.sedbogota.edu.co/
4.55372656500009,-74.12051609199995;"{""coordinates"": [-74.12051609199995, 4.55372656500009], ""type"": ""Point""}";07260182;Centro Educativo Distrital Molinos del Sur;7;26;CL 51 SUR No. 5R-51;2795406;http://www.sedbogota.edu.co/
4.579253892000054,-74.11705581799993;"{""coordinates"": [-74.11705581799993, 4.579253892000054], ""type"": ""Point""}";07260185;Centro Educativo Distrital Quiroga Alianza;7;26;CR 23 No. 35-20 SUR;2727097;http://www.sedbogota.edu.co/
4.592949264000083,-74.17597825299991;"{""coordinates"": [-74.17597825299991, 4.592949264000083], ""type"": ""Point""}";07260210;Colegio Distrital La Estancia;7;26;CL 59A SUR No. 75B-75;;http://www.sedbogota.edu.co/
4.557858355000064,-74.15023275599992;"{""coordinates"": [-74.15023275599992, 4.557858355000064], ""type"": ""Point""}";07260212;Centro Educativo Distrital Marandu;7;26;CL 68D SUR No. 18Z-18;7313223;http://www.sedbogota.edu.co/
4.53972514700007,-74.15061115499992;"{""coordinates"": [-74.15061115499992, 4.53972514700007], ""type"": ""Point""}";07260214;Colegio Distrital José Jaime Rojas;7;26;CR 18R No. 77-16 SUR;;http://www.sedbogota.edu.co/
4.554802816000063,-74.13645083799992;"{""coordinates"": [-74.13645083799992, 4.554802816000063], ""type"": ""Point""}";07260220;Centro Educativo Distrital República de México;7;26;CL 64 SUR No. 17-50;7657265;http://www.sedbogota.edu.co/
4.562170183000092,-74.14917881399992;"{""coordinates"": [-74.14917881399992, 4.562170183000092], ""type"": ""Point""}";07260223;Centro Educativo Distrital San Francisco III;7;26;CR 20A No. 67-65 SUR;7188205;http://www.sedbogota.edu.co/
4.549523956000087,-74.15293511199991;"{""coordinates"": [-74.15293511199991, 4.549523956000087], ""type"": ""Point""}";07260231;Colegio Fanny Mickey;7;26;CR 69R No. 18N-05 SUR;;
4.544479875000093,-74.14512546499992;"{""coordinates"": [-74.14512546499992, 4.544479875000093], ""type"": ""Point""}";07260233;Colegio Distrital Estrella del Sur;7;26;CR 18D No. 73-50 SUR;;http://www.sedbogota.edu.co/
4.5639310420000925,-74.10184222999993;"{""coordinates"": [-74.10184222999993, 4.5639310420000925], ""type"": ""Point""}";07260257;Centro Educativo Distrital Omar Torrijos;7;26;CR 7A No. 35-00 SUR;3666894;http://www.sedbogota.edu.co/
4.550515236000081,-74.0880703869999;"{""coordinates"": [-74.0880703869999, 4.550515236000081], ""type"": ""Point""}";07260271;Centro Educativo Distrital Bellavista;7;26;CR 9 ESTE No. 38-90 SUR;3646089;http://www.sedbogota.edu.co/
4.530169683000054,-74.09237599099991;"{""coordinates"": [-74.09237599099991, 4.530169683000054], ""type"": ""Point""}";07260274;Centro Educativo Distrital La Belleza;7;26;CL 64 SUR No. 10A-39 ESTE;;http://www.sedbogota.edu.co/
4.57698255300005,-74.08414043799989;"{""coordinates"": [-74.08414043799989, 4.57698255300005], ""type"": ""Point""}";07260280;Centro Educativo Distrital Santa Ana Sur;7;26;CL 10A SUR No. 3-60;;http://www.sedbogota.edu.co/
4.557567120000044,-74.1000951659999;"{""coordinates"": [-74.1000951659999, 4.557567120000044], ""type"": ""Point""}";07260293;Centro Educativo Distrital Alemania Unificada;7;26;CL 38A SUR No. 2N-09;2074703;http://www.sedbogota.edu.co/
4.519611299000076,-74.11563564799991;"{""coordinates"": [-74.11563564799991, 4.519611299000076], ""type"": ""Point""}";07260297;Centro Educativo Distrital Barranquillita;7;26;CR 1A ESTE No. 72-60 SUR;;http://www.sedbogota.edu.co/
4.512542496000037,-74.11722129399993;"{""coordinates"": [-74.11722129399993, 4.512542496000037], ""type"": ""Point""}";07260312;Centro Educativo Distrital Miguel de Cervantes Saavedra;7;26;CR 1A No. 76 BIS-15 SUR;;http://www.sedbogota.edu.co/
4.525071364000041,-74.11995892999994;"{""coordinates"": [-74.11995892999994, 4.525071364000041], ""type"": ""Point""}";07260315;Centro Educativo Distrital Nuevo San Andrés de los Altos;7;26;CL 69 SUR No. 2B-15;7671610;http://www.sedbogota.edu.co/
4.503855618000046,-74.11877996399994;"{""coordinates"": [-74.11877996399994, 4.503855618000046], ""type"": ""Point""}";07260326;Colegio Distrital Luis Eduardo Mora Osejo;7;26;CL 95 SUR No. 3-00;;http://www.sedbogota.edu.co/
4.506313425000087,-74.10283711099991;"{""coordinates"": [-74.10283711099991, 4.506313425000087], ""type"": ""Point""}";07260327;Centro Educativo Distrital El Bosque;7;26;CL 81A SUR No. 6-40 ESTE, Int. 1;;http://www.sedbogota.edu.co/
4.578088496000077,-74.13542336899991;"{""coordinates"": [-74.13542336899991, 4.578088496000077], ""type"": ""Point""}";07260336;Colegio Distrital Marco Fidel Suárez;7;26;DG 52 SUR No. 25-00;;http://www.sedbogota.edu.co/
4.569835226000066,-74.12798297899991;"{""coordinates"": [-74.12798297899991, 4.569835226000066], ""type"": ""Point""}";07260340;Centro Educativo Distrital San Carlos;7;26;CR 19 No. 50-37 SUR;7694494;http://www.sedbogota.edu.co/
4.766791668000053,-74.05615868199993;"{""coordinates"": [-74.05615868199993, 4.766791668000053], ""type"": ""Point""}";07260662;Colegio Inglaterra Real;7;26;Av. Cll. 183 No. 67-77;6722662 / 6785800;
4.798234774000093,-74.04240215999994;"{""coordinates"": [-74.04240215999994, 4.798234774000093], ""type"": ""Point""}";07260684;Liceo Católico Campestre;7;26;Cr. 52 No. 221-08;6761445 / 6761241;www.lcc.edu.co
4.756532664000076,-74.06697177199993;"{""coordinates"": [-74.06697177199993, 4.756532664000076], ""type"": ""Point""}";07260698;Fundación Nuevo Marymount;7;26;Cll. 169B No. 74A-02;6699077;www.marymountbogota.edu.co
4.741052213000046,-74.07416383899994;"{""coordinates"": [-74.07416383899994, 4.741052213000046], ""type"": ""Point""}";07260704;Colegio La Colina;7;26;Cr. 80 No. 147 - 50;6828417 / 6837770 / 6804438;
4.739909909000062,-74.0751664579999;"{""coordinates"": [-74.0751664579999, 4.739909909000062], ""type"": ""Point""}";07260707;Gimnasio Pinosierr Las Abejitas;7;26;Cll. 145 No.67-35;6819883 / 6833563;
4.751926188000084,-74.07588720899992;"{""coordinates"": [-74.07588720899992, 4.751926188000084], ""type"": ""Point""}";07260708;Colegio Arca Internacional;7;26;Dg. 157 No. 77-15;6829901 / 6808745;
4.599789759000089,-74.1874616139999;"{""coordinates"": [-74.1874616139999, 4.599789759000089], ""type"": ""Point""}";07260355;Colegio Distrital Cedid San Pablo;7;26;CR 77L No. 65J-73 SUR;7751161 / 7757545;http://www.sedbogota.edu.co/
4.606328592000067,-74.1884373339999;"{""coordinates"": [-74.1884373339999, 4.606328592000067], ""type"": ""Point""}";07260362;Centro Educativo Distrital Gonzalo Jiménez de Quesada;7;26;DG 66 SUR No. 80C-20;;http://www.sedbogota.edu.co/
4.60652525900008,-74.20181489799995;"{""coordinates"": [-74.20181489799995, 4.60652525900008], ""type"": ""Point""}";07260365;Centro Educativo Distrital Charles de Gaulle;7;26;DG 73D BIS SUR No. 79-23;7775388;http://www.sedbogota.edu.co/
4.604840682000088,-74.13627525399994;"{""coordinates"": [-74.13627525399994, 4.604840682000088], ""type"": ""Point""}";07260390;Centro Educativo Distrital Alquería La Fragua;7;26;CL 37B SUR No. 68D-93;2047573;http://www.sedbogota.edu.co/
4.639846287000069,-74.16553846399995;"{""coordinates"": [-74.16553846399995, 4.639846287000069], ""type"": ""Point""}";07260394;Centro Educativo Distrital Campo Hermoso;7;26;CL 35B SUR No. 88D-15;4527018;http://www.sedbogota.edu.co/
4.60367946000008,-74.14821467199994;"{""coordinates"": [-74.14821467199994, 4.60367946000008], ""type"": ""Point""}";07260408;Centro Educativo Distrital La Chucua;7;26;CR 72I No. 42F-54 SUR;7411836;http://www.sedbogota.edu.co/
4.637080186000048,-74.16689874999992;"{""coordinates"": [-74.16689874999992, 4.637080186000048], ""type"": ""Point""}";07260414;Colegio Distrital Patio Bonito I;7;26;CR 87H BIS No. 39A-23 SUR;;http://www.sedbogota.edu.co/
4.607502946000068,-74.13528750699993;"{""coordinates"": [-74.13528750699993, 4.607502946000068], ""type"": ""Point""}";07260423;Colegio Distrital Carlos Arango Vélez;7;26;CR 70B No. 24B-35 SUR;;http://www.sedbogota.edu.co/
4.632388131000084,-74.12180074499992;"{""coordinates"": [-74.12180074499992, 4.632388131000084], ""type"": ""Point""}";07260433;Colegio Distrital Nacional Nicolás Esguerra;7;26;CL 9C No. 68-52;;http://www.sedbogota.edu.co/
4.608253218000073,-74.17154656999992;"{""coordinates"": [-74.17154656999992, 4.608253218000073], ""type"": ""Point""}";07260434;Centro Educativo Distrital Ciudad Roma;7;26;CL 56A SUR No. 78A-20;7774028;http://www.sedbogota.edu.co/
4.692374631000064,-74.16158418799995;"{""coordinates"": [-74.16158418799995, 4.692374631000064], ""type"": ""Point""}";07260445;Centro Educativo Distrital La Estación;7;26;CL 17F No. 128-45;4211857;http://www.sedbogota.edu.co/
4.67255102200005,-74.13942111599994;"{""coordinates"": [-74.13942111599994, 4.67255102200005], ""type"": ""Point""}";07260448;Centro Educativo Distrital Villemar El Carmen;7;26;CL 20D No. 96G-51;;http://www.sedbogota.edu.co/
4.679348653000091,-74.13755604299989;"{""coordinates"": [-74.13755604299989, 4.679348653000091], ""type"": ""Point""}";07260450;Colegio Distrital República de Costa Rica;7;26;CR 101 No. 23-42;;http://www.sedbogota.edu.co/
4.670652818000065,-74.14451138499993;"{""coordinates"": [-74.14451138499993, 4.670652818000065], ""type"": ""Point""}";07260451;Centro Educativo Distrital Rodrigo Arenas Betancourt;7;26;CR 97 No. 16J-15;;http://www.sedbogota.edu.co/
4.616450788000066,-74.10777510799994;"{""coordinates"": [-74.10777510799994, 4.616450788000066], ""type"": ""Point""}";07260465;Jardín Infantil Satélite Primavera;7;26;CR 41B No. 5-57;2011453;
4.626186545000053,-74.19478044599992;"{""coordinates"": [-74.19478044599992, 4.626186545000053], ""type"": ""Point""}";07260467;Colegio Distrital José Francisco Socarras;7;26;CR 88C No. 66A-03 SUR;;http://www.sedbogota.edu.co/
4.572521528000038,-74.07945292999995;"{""coordinates"": [-74.07945292999995, 4.572521528000038], ""type"": ""Point""}";07260470;Centro Educativo Distrital Juan XXIII;7;26;CL 11 SUR No. 6-27 ESTE;2462211;http://www.sedbogota.edu.co/
4.75854326700005,-74.0254116019999;"{""coordinates"": [-74.0254116019999, 4.75854326700005], ""type"": ""Point""}";07260473;Colegio Distrital Friedrich Naumann;7;26;CL 182 No. 6-30;6699514;http://www.sedbogota.edu.co/
4.597085439000068,-74.07577551899993;"{""coordinates"": [-74.07577551899993, 4.597085439000068], ""type"": ""Point""}";07260476;Fundación Colegio Mayor de San Bartolomé;7;26;Cll. 10 No. 6-57;4442530;www.sanbartolome.edu.co
4.635979020000093,-74.17798076199995;"{""coordinates"": [-74.17798076199995, 4.635979020000093], ""type"": ""Point""}";07260485;Instituto Educativo Compartir Tintal;7;26;Cr. 90 A No. 46-50 Sur;7851349 / 7851456;
4.737731574000065,-74.09126669699992;"{""coordinates"": [-74.09126669699992, 4.737731574000065], ""type"": ""Point""}";07260493;Colegio Anderson;7;26;Cr. 98 A No. 136-88;;
4.588069656000072,-74.16771195899992;"{""coordinates"": [-74.16771195899992, 4.588069656000072], ""type"": ""Point""}";07260512;Colegio Cooperativo Monseñor Ismael Perdomo;7;26;Diag.62G Sur  No. 72A-41;7764491;
4.621056746000079,-74.12023672699989;"{""coordinates"": [-74.12023672699989, 4.621056746000079], ""type"": ""Point""}";07260533;Colegio de Nuestra Señora del Rosario;7;26;Cll. 4 No. 57-49;4202307 / 2606329;
4.6734903600000735,-74.06907949299995;"{""coordinates"": [-74.06907949299995, 4.6734903600000735], ""type"": ""Point""}";07260554;Colegio Cristo Rey;7;26;Cll. 79 B No. 30-59;2405665;
